CAMIS,DBA,BORO,ADDRESS,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,INSPECTION TYPE,
50039107,HEALTHY FRESH,Bronx,"1033 MORRIS PARK AVE, 10461",American,1/20/17,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,11,A,1/20/17,Cycle Inspection / Re-inspection,
41222982,BONJUK,Queens,"15226 NORTHERN BOULEVARD, 11354",Korean,3/11/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,19,B,,Cycle Inspection / Initial Inspection,
41630072,VALBELLA MIDTOWN,Manhattan,"520 MADISON AVENUE, 10022",Italian,6/12/17,04A,Food Protection Certificate not held by supervisor of food operations.,Y,29,C,,Cycle Inspection / Initial Inspection,
41164643,YOGI RESTAURANT,Queens,"10826 GUY R BREWER BOULEVARD, 11433",Caribbean,5/17/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,5/17/19,Cycle Inspection / Initial Inspection,
50017309,BREAD & BUTTER,Manhattan,"419 PARK AVE S, 10016",Delicatessen,11/19/19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,25,B,11/19/19,Cycle Inspection / Re-inspection,
41480580,RANDY'S CHINESE RESTAURANT,Queens,"1693 PUTNAM AVENUE, 11385",Chinese,8/22/19,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,12,A,8/22/19,Cycle Inspection / Initial Inspection,
50075900,A & A BAKE AND DOUBLE SHOP,Brooklyn,"1337 FULTON ST, 11216",Caribbean,12/6/18,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,12/6/18,Cycle Inspection / Initial Inspection,
50077017,PIE CORPS,Brooklyn,"77 DRIGGS AVE, 11222",Bakery,11/13/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,11/13/19,Cycle Inspection / Initial Inspection,
50073615,PIZZA MERCATO,Manhattan,"11 WAVERLY PL, 10003",Pizza,3/6/19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,23,B,,Cycle Inspection / Initial Inspection,
50071155,NEW TASTE OF CHINA NY,Queens,"8026 BAXTER AVE, 11373",Chinese,2/5/20,05C,Food contact surface improperly constructed or located. Unacceptable material used.,Y,33,C,,Cycle Inspection / Initial Inspection,
50044523,TEXAS CHICKEN,Bronx,"78 WESTCHESTER SQ, 10461",American,7/28/16,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,,Pre-permit (Operational) / Compliance Inspection,
50091516,OFFSIDE TAVERN,Manhattan,"137 W 14TH ST, 10011",American,12/3/19,10H,Proper sanitization not provided for utensil ware washing operation.,N,13,A,12/3/19,Cycle Inspection / Re-inspection,
41608854,GAL BI MA EUL,Queens,"19403 NORTHERN BOULEVARD, 11358",Korean,1/3/19,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,24,B,,Cycle Inspection / Initial Inspection,
50085526,MASSA'S PIZZA OF LIC,Queens,"4212 28TH ST, 11101",Pizza,6/24/19,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,11,A,6/24/19,Cycle Inspection / Initial Inspection,
50070161,TACO BELL,Queens,"3801 JUNCTION BLVD, 11368",Mexican,2/3/20,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,16,B,,Cycle Inspection / Initial Inspection,
50053178,HAPPY HOUSE SEAFOOD RESTAURANT,Brooklyn,"5014-16 8TH AVE, 11220",Chinese,10/31/19,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,38,C,,Cycle Inspection / Initial Inspection,
50084067,NOMAD CAFE & EATERY,Queens,"6714 FOREST AVE, 11385",Café/Coffee/Tea,11/21/19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,28,C,,Cycle Inspection / Initial Inspection,
41483706,TIFERS RIVKA,Brooklyn,"125763 38 STREET, ",Jewish/Kosher,12/1/16,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,12/1/16,Cycle Inspection / Initial Inspection,
40919065,EDISON RESTAURANT,Bronx,"1203 MANOR AVENUE, 10472","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/18/18,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,29,C,,Cycle Inspection / Initial Inspection,
50060387,OLD GIA LAM,Brooklyn,"4810 8TH AVE, 11220",Vietnamese/Cambodian/Malaysia,3/22/17,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,35,C,,Pre-permit (Operational) / Initial Inspection,
50060864,SAPPORO ICHIBAN,Brooklyn,"622 MANHATTAN AVE, 11222",Japanese,4/10/19,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,11,A,4/10/19,Cycle Inspection / Initial Inspection,
41289273,HOT & CRUSTY,Manhattan,"2393 BROADWAY, 10024",American,7/24/17,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,31,C,,Cycle Inspection / Initial Inspection,
40365098,FORLINIS RESTAURANT,Manhattan,"93 BAXTER STREET, 10013",Italian,6/2/18,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,17,B,,Cycle Inspection / Initial Inspection,
41650474,SUBWAY,Brooklyn,"139 FLATBUSH AVENUE, 11217",Sandwiches,2/3/20,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,27,C,,Cycle Inspection / Initial Inspection,
50036720,PATHOS,Manhattan,"932 1ST AVE, 10022",Mediterranean,4/3/17,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,36,C,,Cycle Inspection / Initial Inspection,
41582631,TINY'S AND THE BAR UPSTAIRS,Manhattan,"135 WEST BROADWAY, 10013",American,7/18/17,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,,Cycle Inspection / Initial Inspection,
41067497,LIC Bagels,Queens,"3108 36 AVENUE, 11106",Mexican,8/1/17,02B,Hot food item not held at or above 140º F.,Y,24,B,,Cycle Inspection / Initial Inspection,
50085355,SEPPE PIZZA BAR,Staten Island,"7 NAVY PIER CT, 10304",Pizza,1/14/19,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,17,B,,Pre-permit (Operational) / Initial Inspection,
40886675,CANARD INC,Manhattan,"503 WEST   43 STREET, 10036",American,4/10/17,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,10,A,4/10/17,Cycle Inspection / Initial Inspection,
50061148,FRANK'S REDHOT TERRACE,Bronx,"1 E 161ST ST, 10451",American,9/25/19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,9,A,9/25/19,Cycle Inspection / Re-inspection,
41377474,BACK HOME II RESTAURANT,Bronx,"750 EAST 169 STREET, 10456",Caribbean,10/9/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,51,C,,Cycle Inspection / Initial Inspection,
50001870,THE DUMPLING COVE,Bronx,"1530 E. 222ND STREET, 10469",Caribbean,2/3/20,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,2/3/20,Cycle Inspection / Re-inspection,
40989787,NOLBU RESTAURANT,Queens,"16425 NORTHERN BOULEVARD, 11358",Korean,4/25/16,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,13,A,4/25/16,Cycle Inspection / Initial Inspection,
50075470,BLANK SLATE TEA,Manhattan,"121 MADISON AVE, 10016",Café/Coffee/Tea,9/20/19,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,20,B,,Cycle Inspection / Initial Inspection,
40662196,LUCIEN RESTAURAUNT,Manhattan,"14 1 AVENUE, 10009",French,5/7/18,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,A,,Cycle Inspection / Initial Inspection,
40837605,BRICK OVEN PIZZA 33,Manhattan,"201 EAST   33 STREET, 10016",Pizza,10/20/16,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,10,A,10/20/16,Cycle Inspection / Initial Inspection,
50048062,GEORGIA & ALIOU'S TINY TREATS CAFE,Manhattan,"1000S 8TH AVE, 10019",Café/Coffee/Tea,10/26/18,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,43,C,,Cycle Inspection / Initial Inspection,
40573141,PEPE ROSSO TO GO,Manhattan,"149 SULLIVAN STREET, 10012",Italian,1/7/20,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13,A,1/7/20,Cycle Inspection / Re-inspection,
50088912,DAVIDOVICH BAKERY/BLUEMOON HOTEL,Manhattan,"100 ORCHARD ST, 10002",Café/Coffee/Tea,1/6/20,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,1/6/20,Cycle Inspection / Re-inspection,
50084697,BREADBERRY LOCAL,Brooklyn,"254 36TH ST, 11232",Jewish/Kosher,11/21/19,10H,Proper sanitization not provided for utensil ware washing operation.,N,9,A,11/21/19,Cycle Inspection / Initial Inspection,
41118839,NOBU FIFTY SEVEN,Manhattan,"40 WEST   57 STREET, 10019",Japanese,11/13/17,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13,A,11/13/17,Cycle Inspection / Initial Inspection,
50089929,HALO KITCHEN & LOUNGE,Queens,"12710 LIBERTY AVE, 11419",American,1/16/20,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,21,N,,Pre-permit (Operational) / Initial Inspection,
50064927,LA CHULA,Manhattan,"137 E 116TH ST, 10029",Mexican,12/8/17,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13,A,12/8/17,Pre-permit (Operational) / Initial Inspection,
50049958,LITTLE SHEEP MONGOLIAN HOT POT,Manhattan,"105 BOWERY, 10002",Asian,4/10/17,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,51,C,,Cycle Inspection / Re-inspection,
50064120,ANTOJITOS  MEXICANOS  DELI,Brooklyn,"5914 5TH AVE, 11220",Mexican,4/11/19,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,24,B,,Cycle Inspection / Initial Inspection,
50005552,MJ PIZZA,Manhattan,"1976 1ST AVE, 10029",Pizza,7/14/17,04M,Live roaches present in facility's food and/or non-food areas.,Y,12,A,7/14/17,Cycle Inspection / Re-inspection,
41436019,TAQUERIA EL FOGON,Brooklyn,"1050 FLUSHING AVENUE, 11237",Mexican,12/31/18,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,15,B,,Cycle Inspection / Initial Inspection,
50064349,THE QUEENS FOOD COURT,Queens,"14707 GUY R BREWER BLVD, 11434",Soul Food,6/11/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,21,B,6/11/18,Pre-permit (Operational) / Re-inspection,
50070762,DONNA'S DUTCH POT,Brooklyn,"1073 LIBERTY AVE, 11208",Caribbean,9/25/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,9/25/18,Cycle Inspection / Initial Inspection,
50072791,MALA PROJECT,Manhattan,"41 W 46TH ST, 10036",Chinese,7/16/19,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,11,A,,Cycle Inspection / Initial Inspection,
50040490,SLICE,Queens,"4811 VERNON BLVD, 11101",Pizza,5/24/18,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,28,C,,Cycle Inspection / Initial Inspection,
